root_label,path,kind,reason,line,redaction
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\BRAIN OS.txt,content,assignment_secret,541,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\consegui mucha informacion util.txt,content,assignment_secret,2470,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\consegui mucha informacion util.txt,content,assignment_secret,2473,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\consegui mucha informacion util.txt,content,assignment_secret,2572,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\consegui mucha informacion util.txt,content,assignment_secret,2575,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\consegui mucha informacion util.txt,content,assignment_secret,2709,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\from pathlib import Path.txt,content,assignment_secret,302,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\from pathlib import Path.txt,content,assignment_secret,307,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\from pathlib import Path.txt,content,assignment_secret,350,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\from pathlib import Path.txt,content,assignment_secret,360,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\from pathlib import Path.txt,content,assignment_secret,398,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\from pathlib import Path.txt,content,assignment_secret,402,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\LCP.txt,content,assignment_secret,5,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\LCP.txt,content,assignment_secret,103,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\LCP.txt,content,assignment_secret,104,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\LCP.txt,content,assignment_secret,106,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\para revisar 2.txt,content,assignment_secret,2467,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\para revisar 2.txt,content,assignment_secret,2483,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\para revisar 2.txt,content,assignment_secret,2554,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\por revisar 1.txt,content,assignment_secret,797,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\por revisar 1.txt,content,assignment_secret,978,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\por revisar 1.txt,content,assignment_secret,1013,REDACTED_MATCH
ROOT_WORKSPACE,"C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\Sí, es absolutamente posible y, de.txt",content,assignment_secret,1606,REDACTED_MATCH
ROOT_WORKSPACE,"C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\Sí, es absolutamente posible y, de.txt",content,assignment_secret,1708,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\Untitled.txt,content,assignment_secret,157,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\Untitled.txt,content,assignment_secret,161,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\Untitled.txt,content,assignment_secret,167,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\Untitled.txt,content,assignment_secret,257,REDACTED_MATCH
ROOT_WORKSPACE,"C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\-==-\Sí, es absolutamente posible y, de.txt",content,assignment_secret,1606,REDACTED_MATCH
ROOT_WORKSPACE,"C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\-==-\Sí, es absolutamente posible y, de.txt",content,assignment_secret,1708,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\banananana.txt,content,assignment_secret,10,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\banananana.txt,content,bearer_token,39,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\banananana.txt,content,assignment_secret,74,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\banananana.txt,content,assignment_secret,107,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\banananana.txt,content,assignment_secret,136,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\banananana.txt,content,bearer_token,173,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\banananana.txt,content,assignment_secret,203,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\banananana.txt,content,assignment_secret,229,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\Entendido. Aquí tienes el paquete c.txt,content,assignment_secret,1965,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\Entendido. Aquí tienes el paquete c.txt,content,assignment_secret,1997,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\ESTADO.txt,content,assignment_secret,151,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\ESTADO.txt,content,assignment_secret,152,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\ESTADO.txt,content,assignment_secret,153,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\ESTADO.txt,content,assignment_secret,156,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\ESTADO.txt,content,assignment_secret,157,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\ESTADO.txt,content,assignment_secret,158,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\Lei los 19 archivos del roadmap y t.txt,content,assignment_secret,30,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\Lei los 19 archivos del roadmap y t.txt,content,assignment_secret,31,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\Lei los 19 archivos del roadmap y t.txt,content,assignment_secret,32,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\Lei los 19 archivos del roadmap y t.txt,content,assignment_secret,35,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\Lei los 19 archivos del roadmap y t.txt,content,assignment_secret,36,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\Lei los 19 archivos del roadmap y t.txt,content,assignment_secret,37,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\medioevo_sensory_ai.py,content,assignment_secret,511,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\NOMBRE02.txt,content,assignment_secret,3247,REDACTED_MATCH
